Id	Query_Id	Doc_Id	Doc_Url	Relevance	Doc_Text
0	46	5ca1bcb2c061d65f32c0b2c4	http://www.healthboards.com/boards/acid-reflux-gerd/454142-magnesium-acid-reflux.html	1	Magnesium for Acid Reflux?.######-Digestive & Bowel###-Acid Reflux/ GERD######Does magnesium help with acid reflux/ barretts esophagitis ??######it is a temporary relief. like tums######it is a temporary relief, like Tums..######-Digestive & Bowel###-Acid Reflux/ GERD
1	46	5c62228ec061d6b8ea5a8c73	http://ehealthforum.com/health/metformin-side-effectsxx-t273711.html	1	metformin side effectsxx.######-Conditions and Diseases###-Acid Reflux######metformin side effects Have a look on information about metformin side effects, how metformin can help, Metformin (Glucophage) & Clomid, Metformin and PCOS.######Here are some excellent resources on eHealthForum which may help you: heartburn since I become overweight Acid reflux and sedatives acid reflux and teeth problems Acid Reflux- Nissen Fundoplication- Some info please acid reflux and teeth problems Diacylglycerol (Diglyceride) Cooking Oil Reduces Obesity What is acid reflux?.######-Conditions and Diseases###-Acid Reflux
2	46	5c9e2807c061d65f32bdc21d	http://www.healthboards.com/boards/acid-reflux-gerd/930569-acid-reflux.html	0	acid reflux?.######-Digestive & Bowel###-Acid Reflux/ GERD######.######-Digestive & Bowel###-Acid Reflux/ GERD
3	46	5c60daf7e570fa37c9cfd065	http://www.healthboards.com/boards/acid-reflux-gerd/949567-coconut-oil.html	1	coconut oil.######-Digestive & Bowel###-Acid Reflux/ GERD######Does coconut oil coat the esophagus and help healing? Anybody use it for GERD?.######-Digestive & Bowel###-Acid Reflux/ GERD
4	46	5cc414b1c061d64ea49ac8b7	http://www.healthboards.com/boards/acid-reflux-gerd/722806-acid-reflux-question.html	1	Acid Reflux Question.######-Digestive & Bowel###-Acid Reflux/ GERD######Does Prilosec help wtih acid reflux and gas problems?######I ca n't speak for Prilosec but I was on Nexium and it worked for the reflux but did nothing for the gas that I have from anything I eat or drink..######-Digestive & Bowel###-Acid Reflux/ GERD
5	46	5c621f37c061d6b8ea5a7b7b	http://ehealthforum.com/health/starting-to-suffer-from-acid-reflux-at-bedtime-t314253.html	1	starting to suffer from acid reflux at bedtime.######-Conditions and Diseases###-Acid Reflux######Hi i am starting to suffer from acid reflux at bedtime, i use a CPAP when sleeping can you please help with my reflux. Thanks.######-Conditions and Diseases###-Acid Reflux
6	46	5ca2f45cc061d65f32c3a081	http://www.healthboards.com/boards/acid-reflux-gerd/466190-can-you-take-enzyme-if-you-have-too-much-acid.html	1	Can you take Enzyme if you have too much Acid?.######-Digestive & Bowel###-Acid Reflux/ GERD######Hi all, I have chronic gastris with lots of acid, heartburn. Will Enzyme help in my case? Thank you..######-Digestive & Bowel###-Acid Reflux/ GERD
7	46	5ca2f458c061d65f32c39cda	http://www.healthboards.com/boards/acid-reflux-gerd/698476-strengthening-throat-swallowing-muscles.html	1	strengthening throat/swallowing muscles.######-Digestive & Bowel###-Acid Reflux/ GERD######My grandson who is three has sever acid reflux. What exercises can we do with him to help strengthening throat/swallowing muscles that might help with the acid reflux and aspiration..######-Digestive & Bowel###-Acid Reflux/ GERD
8	46	5c9e280ec061d65f32bdccaa	http://www.healthboards.com/boards/acid-reflux-gerd/842544-lump-throat-mucuous-acid-reflux-after-tubal.html	1	lump in throat, mucuous and acid reflux after tubal!.######-Digestive & Bowel###-Acid Reflux/ GERD######I have n't had acid reflux in a very long time, today had tubal (surgery, tubes tied). now I have bubbles in throat, ton of mucus feels like a lump in throat which makes me very panicked.anyone else gone through this after a surgery? . I have been diagnost with acid reflux almost 8 years ago when my son was born.any help please!.######-Digestive & Bowel###-Acid Reflux/ GERD
9	46	5c62228ec061d6b8ea5a8c85	http://ehealthforum.com/health/acid-taste-in-the-mouth-t273110.html	1	Acid taste in the mouth.######-Conditions and Diseases###-Acid Reflux######I have reflux and I can not stand the acid taste in my mouth all the time. Does anyone know how to stop this awful taste. I am worried about my teeth.######Here are some excellent resources on eHealthForum which may help you: Poor posture and chest and back pain Acid reflux and medicines to treat it Acid in throat Poor posture and chest and back pain Acid reflux and skin irritations? Diacylglycerol (Diglyceride) Cooking Oil Reduces Obesity What is acid reflux?.######-Conditions and Diseases###-Acid Reflux
10	95	5ca16898c061d65f32bfdd17	http://www.healthboards.com/boards/arthritis/634336-how-bad-can-osteoarthritis-get.html	1	How bad can osteoarthritis get.######-Bone-Joint-Muscle###-Arthritis######How bad can osteoarthritis get.######-Bone-Joint-Muscle###-Arthritis
11	95	5c6171f2e570fa37c9d0aea5	http://www.healthboards.com/boards/arthritis/896217-hip-replacements.html	0	Hip Replacements.######-Bone-Joint-Muscle###-Arthritis###-Osteoarthritis######Is there anyone else who has had their metal hip replaced- smith and newphwe metal hip.######-Bone-Joint-Muscle###-Arthritis###-Osteoarthritis
12	95	5ca2cca8c061d65f32c34bbd	http://www.healthboards.com/boards/arthritis/283460-question-about-osteoarthritis.html	1	Question about osteoarthritis.######-Bone-Joint-Muscle###-Arthritis######Is osteoarthritis of the spine the same thing as spondylitis? Betty.######-Bone-Joint-Muscle###-Arthritis
13	95	5c63317dc061d660adacd5b3	http://ehealthforum.com/health/topic23288.html	1	Osteoarthritis Or Lupus Flare?.######-Conditions and Diseases###-Lupus######Hi everyone, can anyone tell me if a lupus flare would have the same symptoms as osteoarthritis?.######-Conditions and Diseases###-Lupus
14	95	5c61733ce570fa37c9d0afbd	http://www.healthboards.com/boards/arthritis/903892-fusion-joint-nearest-fingernail.html	0	Fusion of joint nearest to fingernail.######-Bone-Joint-Muscle###-Arthritis###-Osteoarthritis######Hi I have been advised to have this operation, my concern is how long will I be home from work? Can anyone help please.######-Bone-Joint-Muscle###-Arthritis###-Osteoarthritis
15	95	5c6225f2c061d6b8ea5a947e	http://ehealthforum.com/health/topic3682.html	1	Osteoarthritis, Ankylosing Spondilitis And Spinal Stenosis.######-Conditions and Diseases###-Arthritis######I have been diagnosed with osteoarthritis, ankylosing spondilitis and spinal stenosis. My doctor suggest using enbrel since all other meds have not worked. Has anyone had any success with this drug?######Osteoarthritis is the most common cause of knee pain. However apart from medication and surgery, it is also possible to manage osteoarthritis symptoms by changing life style and diet..######-Conditions and Diseases###-Arthritis
16	95	5c6171eae570fa37c9d0ae6d	http://www.healthboards.com/boards/arthritis/594381-im-new-i-have-osteoarthritis.html	1	I 'm New i have Osteoarthritis.######-Bone-Joint-Muscle###-Arthritis######My name is Martina and i was just DX with osteoarthritis, is there any thing i can do for my osteoarthritis? like exercise and eatting? thanks my is in both of my knees and hips.######-Bone-Joint-Muscle###-Arthritis
17	95	5ca16893c061d65f32bfd678	http://www.healthboards.com/boards/arthritis/885891-single-injury-cause-osteoarthritis.html	1	Single Injury as cause of Osteoarthritis.######-Bone-Joint-Muscle###-Arthritis###-Osteoarthritis######Is it possible to develop osteoarthritis from a single injury? I injured my foot, including my big toe, in a car accident. The foot is now fully healed but I continue to have pain in my big toe. I am well into my 80's and do n't have arthritis in any other part of my body. Could I have developed osteoarthritis in my toe after this single injury or would it require repeated injuries over time? Any information would be appreciated.######Yes, one injury can lead to osteoarthritis if it is bad enough. A broken bone near a joint, for example, could definitely trigger arthritis..######-Bone-Joint-Muscle###-Arthritis###-Osteoarthritis
18	95	5c6225f5c061d6b8ea5a98f3	http://ehealthforum.com/health/topic90701.html	0	Stanford Knee Osteoarthritis Survey.######-Conditions and Diseases###-Arthritis######Researchers at Stanford University are developing a device to treat patients with knee osteoarthritis who are not yet candidates for total knee replacement. This short survey will help them tailor the device to patients' needs. Please take the survey, even if you do n't have knee osteoarthritis! Click here to take the survey.######-Conditions and Diseases###-Arthritis
19	95	5ca1778cc061d65f32bffcf9	http://www.healthboards.com/boards/bone-disorders/839513-osteoarthritis-20-a.html	1	osteoarthritis at 20.######-Bone-Joint-Muscle###-Bone Disorders######hey everyone, i was diagnosed with osteoarthritis at the age of 20. im now 25. hip bones are massively wrong and they do not attach to eachother well-- > that lead to osteoarthritis. i was just wondering if theres anyone else who has this disorder from young age. any advice how to make the pain easier? im pretty scared i will end up impaired at 30.######-Bone-Joint-Muscle###-Bone Disorders
20	41	5c606d55e570fa37c9cf37af	http://www.healthboards.com/boards/carpal-tunnel-syndrome/762751-carpal-tunnel-surgery-exercise.html	1	carpal tunnel surgery/ exercise.######-Bone-Joint-Muscle###-Carpal Tunnel Syndrome######Hi, I am wondering how long after the carpal tunnel release surgery before i can do my elliptical machine again or weights? Estella######Maybe 1-1/2 months to 2 months. All depends on what you think you are ready for..######-Bone-Joint-Muscle###-Carpal Tunnel Syndrome
21	41	5c61849de570fa37c9d0c2ef	http://www.healthboards.com/boards/carpal-tunnel-syndrome/396090-having-problems-after-surgery-need-help.html	0	Having Problems after Surgery... need help.######-Bone-Joint-Muscle###-Carpal Tunnel Syndrome######.######-Bone-Joint-Muscle###-Carpal Tunnel Syndrome
22	41	5ca2c1c5c061d65f32c32e4b	http://www.healthboards.com/boards/carpal-tunnel-syndrome/539664-carpal-tunnel.html	0	carpal tunnel.######-Bone-Joint-Muscle###-Carpal Tunnel Syndrome######what is the secess rate for lazer surgery for carpal tunnel and can it make it worse?.######-Bone-Joint-Muscle###-Carpal Tunnel Syndrome
