Id	Query_Id	Doc_Id	Doc_Url	Relevance	Doc_Text
0	46	5c62228ec061d6b8ea5a8c73	http://ehealthforum.com/health/metformin-side-effectsxx-t273711.html	1	metformin side effectsxx.######-Conditions and Diseases###-Acid Reflux######metformin side effects Have a look on information about metformin side effects, how metformin can help, Metformin (Glucophage) & Clomid, Metformin and PCOS.######Here are some excellent resources on eHealthForum which may help you: heartburn since I become overweight Acid reflux and sedatives acid reflux and teeth problems Acid Reflux- Nissen Fundoplication- Some info please acid reflux and teeth problems Diacylglycerol (Diglyceride) Cooking Oil Reduces Obesity What is acid reflux?.######-Conditions and Diseases###-Acid Reflux
1	46	5c62228dc061d6b8ea5a8b48	http://ehealthforum.com/health/gerd-and-acid-reflux-t158396.html	1	GERD and Acid Reflux?.######-Conditions and Diseases###-Acid Reflux######This is a question that had been rolling over in my mind since I was first diagnosed with GERD a couple weeks ago. I went searching for the answer and found the following information: Ask Dr. Mark Babyatsky What 's the Difference Between Acid Reflux and GERD? Q: Is there a difference between acid reflux and gastroesophageal reflux disease (GERD)? I have been reading about GERD, and the term ``acid reflux '' comes up a lot. Are they the same thing? -- Janis, New York A: Acid reflux simply means that acid made by your stomach's cells backs up through the lower esophageal junction (where your esophagus and stomach meet). At low levels, acid reflux is a normal part of digestion and movement along the gastrointestinal tract. In normal patients, acid reflux can cause symptoms such as heartburn, but it is not considered to be a disease. Avoiding foods that trigger acid reflux, such as fatty foods, coffee, chocolate, etc, will help relieve any symptoms it causes. GERD, on the other hand, is characterized by an abnormal frequency or amount of reflux. It can result in heartburn, hoarseness, chest pain, and, rarely, asthma, and may be associated with Barrett's esophagus and esophageal cancer. The bottom line: Acid reflux is the backing up of stomach acid, while GERD is a disease state of which acid reflux is part..######-Conditions and Diseases###-Acid Reflux
2	46	5ca2f45cc061d65f32c3a081	http://www.healthboards.com/boards/acid-reflux-gerd/466190-can-you-take-enzyme-if-you-have-too-much-acid.html	1	Can you take Enzyme if you have too much Acid?.######-Digestive & Bowel###-Acid Reflux/ GERD######Hi all, I have chronic gastris with lots of acid, heartburn. Will Enzyme help in my case? Thank you..######-Digestive & Bowel###-Acid Reflux/ GERD
3	46	5c62228ec061d6b8ea5a8d90	http://ehealthforum.com/health/topic99037.html	0	Acid Reflux Class Action Suits.######-Conditions and Diseases###-Acid Reflux######Hello. I would be very grateful if someone could tell me where to search for a good (specialized for these cases) lawyer and what exactly i need to do?######I need the exact medication to take for this reflux action (heart Burn). Am 25yrs old..######-Conditions and Diseases###-Acid Reflux
4	46	5c621f37c061d6b8ea5a7a7d	http://ehealthforum.com/health/there-are-safe-and-helpful-herbal-remedies-for-heartburn-t299817.html	1	There Are Safe And Helpful Herbal Remedies For Heartburn.######-Conditions and Diseases###-Acid Reflux######Though I am not usually a person who goes for alternative remedies, I really found that some herbal groups can really help heartburn. They do just as well as over the counter medication but are of course all natural. There are a number of them and you may have to do some trial and error to see which one works best for you. Whether you go with alternative or conventional medication you need to try to get rid of the problem or at least lessen it. GERD can cause serious medical problems in the long term if ignored. For anyone interested here is a nice article on the subject. www.heartburnherbalremedy.com.######-Conditions and Diseases###-Acid Reflux
5	46	5cc414acc061d64ea49ac38b	http://www.healthboards.com/boards/acid-reflux-gerd/829770-3-simple-steps-eliminate-heartburn-acid-reflux.html	1	3 Simple Steps to Eliminate Heartburn and Acid Reflux.######-Digestive & Bowel###-Acid Reflux/ GERD######Hi there, I was reading thread about Magnesium for Acid Reflux and went to search about it < edited >.######-Digestive & Bowel###-Acid Reflux/ GERD
6	46	5cc414b8c061d64ea49ad0e9	http://www.healthboards.com/boards/acid-reflux-gerd/528302-anyone-try-product.html	0	Anyone try this product ??.######-Digestive & Bowel###-Acid Reflux/ GERD######heartburn Free? It is made with Orange Peel extract? Does it really help with heartburn? And how does it work? Anyone know?.######-Digestive & Bowel###-Acid Reflux/ GERD
7	46	5c62228dc061d6b8ea5a8aeb	http://ehealthforum.com/health/topic110755.html	1	Digestive Enzymes for acid reflux, heartburn, bloating?.######-Conditions and Diseases###-Acid Reflux######Has anyone tried digestive enzymes for acid reflux, heartburn, bloating? If so, which one worked the best for you? Is this safe for teenagers as well?######Sure- enzymes are totally natural and safe. I 've tried papaya but found that the pineapple enzymes work best for my body. You can take before, during, or after eating. Really help you to digest!######I always used to have some acidity tablets... It is good enough to me... Human Anatomy Online.######-Conditions and Diseases###-Acid Reflux
8	46	5c621f37c061d6b8ea5a79a7	http://ehealthforum.com/health/taking-precacid-and-i-am-still-having-heartburn-t331050.html	1	taking precacid and I am still having heartburn.######-Conditions and Diseases###-Acid Reflux######I am taking precacid in the morning for heartburn and I am still having heartburn is it ok to take a chewable tablet for heartburn like pepcid ac?######Please see the response by Dr. Mitaly Pathak Agarwal to your doctor's question and my response to your post: ``Heartburn, Acid Reflux ''..######-Conditions and Diseases###-Acid Reflux
9	46	5c621f32c061d6b8ea5a6c21	http://ehealthforum.com/health/heartburn-in-my-chest-and-heart-area-t350456.html	0	heartburn in my chest and heart area.######-Conditions and Diseases###-Acid Reflux######Hi my name elysia im25 years old im having really bad buring pain in my chest and heart area is this normale i cant lay down it extrmaly painful even when i set up it been geeting worser over rhe last 7 hours what shoul i do.######-Conditions and Diseases###-Acid Reflux
