Id	Query_Id	Doc_Id	Doc_Url	Relevance	Doc_Text
0	46	5735c609d1478abc4327d1eb	https://clinicaltrials.gov/ct2/show/NCT01241149?lup_e=01%2F01%2F2012&amp;show_rss=Y	1	Prospective Evaluation of Symptom Resolution in Acid Versus Non-acid Reflux Disease Following Anti-reflux Surgery.######Condition:######Non-acid Reflux Disease######Intervention:######Procedure:######anti-reflux surgery######Sponsor:######United States Naval Medical Center, Portsmouth Recruiting - verified November 2010######How to Read a Study Record   Purpose Gastroesophageal reflux disease (GERD) is a common ailment affecting a significant portion of the US population. With the advent and increased use of esophageal impedance monitoring, both acid and nonacid reflux disease can be better diagnosed and treated. Patients with severe symptoms or symptoms refractory to medical management may be offered anti-reflux surgery for optimal treatment. Though there are a handful of studies evaluating the efficacy of anti-reflux surgery on those patients with acid or non-acid related reflux disease, the comparison between acid and non-acid reflux disease following surgery is lacking. We propose a prospective study comparing clinical outcomes from those patients with acid versus non-acid reflux disease following anti-reflux surgery with the use of validated and disease specific quality of life surveys.
1	46	5735c609d1478abc4327cbad	https://clinicaltrials.gov/ct2/show/NCT02685150?rcv_d=1000000	1	Endoscopic Tri-Modal Imaging to Distinguish Functional Dyspepsia From Reflux Disease.######Conditions:######Gastroesophageal Reflux Disease###Dyspepsia###Bile Reflux######Interventions:######Device:######Endoscopic Tri-Modal Imaging######Drug:######Omeprazole######Other:######Analysis of gastric juice######Sponsor:######Chinese PLA General Hospital Recruiting - verified February 2016######Assigned Interventions Experimental: Functional dyspepsia Participants are to undergo Endoscopic Tri-Modal Imaging, Omeprazole test and Analysis of gastric juice and those who fulfill with Rome III criteria for functional dyspepsia are to be classified into this group. Device: Endoscopic Tri-Modal Imaging Endoscope that combines white light imaging (WLI) with autofluorescence imaging (AFI) and narrow band imaging (NBI). Drug: Omeprazole Omeprazole is one kind of proton-pump inhibitors. All participants undergo standard proton-pump inhibitor (PPI) tests for two weeks with Omeprazole, 20mg twice a day. Other Name: proton-pump inhibitor (PPI) Other: Analysis of gastric juice Analysis of gastric juice including routine, biochemical and microbiological analysis. Other Name: Routine,biochemical, microbiological analysis Experimental: Acid reflux disease Participants are to undergo Endoscopic Tri-Modal Imaging, Omeprazole test and Analysis of gastric juice. Participants with acid reflux are to confirmed by Omeprazole test, one kind of proton-pump inhibitor (PPI) tests. Device: Endoscopic Tri-Modal Imaging Endoscope that combines white light imaging (WLI) with autofluorescence imaging (AFI) and narrow band imaging (NBI). Drug: Omeprazole Omeprazole is one kind of proton-pump inhibitors. All participants undergo standard proton-pump inhibitor (PPI) tests for two weeks with Omeprazole, 20mg twice a day. Other Name: proton-pump inhibitor (PPI) Other: Analysis of gastric juice Analysis of gastric juice including routine, biochemical and microbiological analysis. Other Name: Routine,biochemical, microbiological analysis Experimental: Bile reflux disease Participants are to undergo Endoscopic Tri-Modal Imaging and Analysis of gastric juice. Participants with bile reflux are to be confirmed by Analysis of gastric juice. Device: Endoscopic Tri-Modal Imaging Endoscope that combines white light imaging (WLI) with autofluorescence imaging (AFI) and narrow band imaging (NBI). Other: Analysis of gastric juice Analysis of gastric juice including routine, biochemical and microbiological analysis. Other Name: Routine,biochemical, microbiological analysis Experimental: Health volunteers Health volunteers for routine checkup. Participants are to undergo Endoscopic Tri-Modal Imaging as well as Analysis of gastric juice and those who show no abnormal findings are to be classified into this group. Device: Endoscopic Tri-Modal Imaging Endoscope that combines white light imaging (WLI) with autofluorescence imaging (AFI) and narrow band imaging (NBI). Other: Analysis of gastric juice Analysis of gastric juice including routine, biochemical and microbiological analysis. Other Name: Routine,biochemical, microbiological analysis Detailed Description: Functional dyspepsia (FD) and acid/bile reflux disease are common. These diseases share similar clinical manifestations. Individuals with functional dyspepsia (FD) often present upper abdominal pain or discomfort, bloating, early satiety, loss of appetite, and no organic factors underlie it. Individuals suffering from acid/bile reflux disease often complain heartburn, upper abdominal burning or discomfort. What is more, there are always no specific changes on traditional endoscopy that can be used to differentiate these diseases (except erosive esophagitis). Though proton-pump inhibitor (PPI) test is frequently applied to confirm the diagnosis of acid reflux disease, but certain amounts of individuals with gastroesophageal reflux disease (GERD) do not show favorable response to PPI test. In order to make a distinction of these diseases, esophageal pH-metry is needed, however it is not always available in most clinics. Recent data showed that new endoscopic technology such as Endoscopic Tri-Modal Imaging could demonstrate indistinct lesions caused by GERD which are not detectable by standard endoscopy, subsequently improve endoscopic diagnosis of these diseases. In addition, simultaneous analysis of gastric juice can help to determine whether bile reflux is present or not. As it is known, pathologic refluxes underlie not functional dyspepsia but acid/bile reflux disease. Hence, it is hypothesized that Endoscopic Tri-Modal Imaging in combination with simultaneous analysis of gastric juice could be used to differentiate functional dyspepsia from acid/bile reflux disease.   Eligibility 18 Years to 75 Years Genders Eligible for Study:  
2	46	5c707835498ee268353ae28a	https://clinicaltrials.gov/ct2/show/NCT03851393	1	Validation of Peptest™ for the Detection of Reflux in Cough.######Condition:######Cough######Interventions:######Other:######Induction of cough with inhaled citric acid######Procedure:######Peptest™ analysis of saliva pepsin###Diagnostic######Test:######Peptest™######Sponsor:######Hull and East Yorkshire Hospitals NHS Trust Completed######You have reached the maximum number of saved studies (100). Please remove one or more studies before adding more. Validation of Peptest™ for the Detection of Reflux in Cough The safety and scientific validity of this study is the responsibility of the study sponsor and investigators. Listing a study does not mean it has been evaluated by the U.S. Federal Government. Read our disclaimer for details. ClinicalTrials.gov Identifier: NCT03851393 First Posted : February 22, 2019 Last Update Posted : February 22, 2019 Sponsor: Hull and East Yorkshire Hospitals NHS Trust Information provided by (Responsible Party): Prof A H Morice, Hull and East Yorkshire Hospitals NHS Trust Study Details Study Description Go to  Top of Page Study Description Study Design Arms and Interventions Outcome Measures Eligibility Criteria Contacts and Locations More Information Brief Summary: Chronic cough is a common presenting problem which has a significant impact on quality of life. Gastro-oesophageal reflux (GOR) is a common cause of chronic cough and reflux of stomach contents into the airways has been implicated in the pathogenesis of a number of respiratory diseases. Clinical history in patients with suspected reflux can aid in the diagnosis but traditional investigations for GOR including 24hr oesophageal pH monitoring or endoscopy are not reliable diagnostic tools since the reflux may be non acidic. The detection of pepsin in the sputum, saliva or bronchial biopsy has been found to be an accurate marker of reflux into the airways. Pepsin is solely produced by parietal cells in the stomach. The presence of pepsin in the upper airways therefore indicates reflux. Studies have demonstrated that pepsin was frequently found in laryngeal biopsies and sputum of patients with signs and symptoms of airways reflux and that Nissen fundoplication resulted in a decrease in pepsin detection alongside an improvement in symptoms. The Peptest™ lateral flow device has been shown to be effective in the detection of pepsin in sputum and saliva of patients with chronic cough and gastro-oesophageal reflux. The investigators have detected pepsin in expectorated saliva during episodes of cough, apparently supporting a diagnosis of airways reflux. Critics, however, have suggested that the act coughing itself is responsible for the reflux. This study aims to identify if cough induced by inhaled citric acid in healthy adult volunteers leads to detectable pepsin in expectorated saliva. Condition or disease Phase Cough Other: Induction of cough with inhaled citric acid Procedure: Peptest™ analysis of saliva pepsin Diagnostic Test: Peptest™ Not Applicable Study Design Go to 
3	46	5735c31bd1478abc1fc769d1	https://clinicaltrials.gov/ct2/show/NCT01324986?lup_e=01%2F01%2F2012&amp;show_rss=Y	1	A Study on the Effectiveness of Laparoscopic Fundoplication on Extraesophageal Manifestations of Gastroesophageal Reflux Disease (GERD).######Conditions:######Extraesophageal Symptoms###Gastroesophageal Reflux Disease (GERD)######Intervention:######Procedure:######Laparoscopic anti-reflux surgery######Sponsor:######General Public Hospital Zell am See Completed - verified March 2011######Criteria Inclusion Criteria: persistent or recurrent symptoms despite continuous medical treatment, at least one typical reflux symptom (heartburn/ regurgitation/dysphagia/epigastric pain) and/or at least one atypical reflux symptom (cough/ asthma/hoarseness/distortion of taste), pathologic esophageal acid exposure as documented by a reflux-related DeMeester score ≥14.7, and symptom correlation ≥50%, and/or reflux episodes >73. Exclusion Criteria: previous esophageal or gastric surgery, poor physical status (American Society of Anesthesiologists (ASA) scores III and IV) and pregnancy.   Contacts and Locations Choosing to participate in a study is an important personal decision. Talk with your doctor and family members or friends about deciding to join a study. To learn more about this study, you or your doctor may contact the study research staff using the Contacts provided below. For general information, see Learn About Clinical Studies. Please refer to this study by its ClinicalTrials.gov identifier: NCT01324986 Locations General Public Hospital Zell am See Zell am See, Salzburg, Austria, 5700 Sponsors and Collaborators General Public Hospital Zell am See   More Information
4	46	5735c609d1478abc4327cf98	https://clinicaltrials.gov/ct2/show/NCT01311908?lup_e=01%2F01%2F2012&amp;show_rss=Y	1	Incidence of Reflux Esophagitis After Pancreaticoduodenectomy.######Condition:######Reflux Esophagitis######Intervention:######Procedure:######Methods of gastrojejunostomy reconstruction######Sponsor:######National Taiwan University Hospital Recruiting - verified March 2011######Study Record Detail Incidence of Reflux Esophagitis After Pancreaticoduodenectomy The recruitment status of this study is unknown because the information has not been verified recently. Verified March 2011 by National Taiwan University Hospital. Recruitment status was  Recruiting First received: March 8, 2011 Last updated: March 22, 2011 Last verified: March 2011 How to Read a Study Record   Purpose Reflux esophagitis is a common complication following distal gastrectomy. According to the investigators preliminary data, an Roux-en--Y gastrointestinal reconstruction in pancreaticoduodenectomy is associated with higher rates of reflux esophagitis. In this study, the investigators will investigate the incidence of reflux esophagitis after above procedure by the 24-h pH monitoring of esophagogastric junction. Procedure: Methods of gastrojejunostomy reconstruction Study Type: Effect of a Roux-en-Y Reconstruction on Reflux Esophagitis After Pancreaticoduodenectomy Resource links provided by NLM: Further study details as provided by National Taiwan University Hospital: Primary Outcome Measures: Incidence and severity of reflux esophagitis [ Time Frame: 3 months ] [ Designated as safety issue: No ] Use panendiscopy to assess the reflux esopagitis Secondary Outcome Measures: Incidenc of marginal ulcer [ Time Frame: 3 months ] [ Designated as safety issue: No ] Use endoscopy to assess the marginal ulcer Biospecimen Retention:   Samples With DNA esophageal mucosal biopsy for Real-Time PCR for COX-2 activity Estimated Enrollment: Patients with roux-en-Y reconstruction (study group) Procedure: Methods of gastrojejunostomy reconstruction Roux-en-Y reconstruction in pancreaticoduodenectomy Roux-en-Y anastomosis versus gastrojejunostomy only surgery, traditional gastrojejunostomy Traditional gastrojejunostomy reconstruction (control group). Detailed Description: Reflux esophagitis is a common complication following distal gastrectomy. Recently, an Roux-en--Y gastrointestinal reconstruction has been used increasingly to prevent reflux esophagitis; however, reflux esophagitis after pancreaticoduodenectomy (also including distal gastrectomy) has never been studied. In our preliminary retrospective study of 371 patients having PD (158 standard PD and 213 pylorus-preserving PD) at our hospital, after a median follow-up of 20 months (range, 2-110 months), 40 patients (10.8%) developed reflux esophagitis — 15 (9.5%) in the standard PD group, and 25 (11.7%) in the PPPD group. Multivariate logistic regression analysis revealed the only significant factors related to reflux esophagitis is Roux-en-Y gastrointestinal reconstruction independent of preservation of the pylorus. To our surprise, there is no significant difference in occurrence of GERD between patients after standard PD (15 of 158 patient) and PPPD (25 of 313 patients, P=0.49). We postulate reflux esophagitis following a PPPD in patients without past history of GERD is most likely caused by disruption of reflux-preventing systems at the gastroesophageal junction, thereby allowing reflux of gastric acid into esophagus. If the postulation is true, GERD after PPPD should be acidic in nature. To test this hypothesis we propose a prospective randomized study to compare preoperative and postoperative parameters, including esophageal morphology, bile acid concentration, trypsin activity of esophageal refluxate, COX2 mRNA expression of lower esophageal mucosa, and 24 hour pH monitor of lower esophagus. Moreover, to test the effect of a Roux-en-Y reconstruction to prevent GERD after PD, studied patients will be randomized into Roux-en-Y and control groups to study inter-group differences in incidence of GERD and marginal ulcer after PD. Acidic GERD should be treated with proton pump inhibitor. In contrast, alkaline GERD should be treated with pro-kinetic agent such as primperan and mopride. With this study, we can learn more about the nature of post-PD GERD following various gastrointestinal reconstructions and can give patient more personalized therapy.   Eligibility
5	46	596f894a498e5f8ea04bfc09	https://clinicaltrials.gov/ct2/show/NCT03223116	1	Radiofrequency Energy Delivery for Gastroesophageal Reflux Disease.######Condition:######Gastroesophageal Reflux Disease######Intervention:######Procedure:######Radiofrequency delivery######Sponsor:######Changhai Hospital Recruiting - verified July 2017######Condition:   Gastroesophageal Reflux Disease Intervention:   Procedure: Radiofrequency delivery Sponsor:   Changhai Hospital Recruiting - verified July 2017
6	46	5735c31bd1478abc1fc7655c	https://clinicaltrials.gov/ct2/show/NCT01453985?lup_e=01%2F01%2F2012&amp;show_rss=Y	1	Full-Thickness-Gastroplication For The Treatment Of Gastroesophageal Reflux Disease GERD.######Condition:######Gastroesophageal Reflux Disease######Intervention:######Procedure:######Full-Thickness-Gastroplication######Sponsor:######General Public Hospital Zell am See Recruiting - verified October 2011######Criteria Inclusion Criteria: persistent or recurrent symptoms despite continuous medical treatment, at least one typical reflux symptom (heartburn/ regurgitation/dysphagia/epigastric pain) and/or at least one atypical reflux symptom (cough/ asthma/hoarseness/distortion of taste), pathologic esophageal acid exposure as documented by a reflux-related DeMeester score ≥14.7, and symptom correlation ≥50%, and/or reflux episodes >73. Exclusion Criteria: any distinct hiatal hernia detectable by gastroscopy or barium radiography, dysphagia, esophageal strictures, poor physical status (American Society of Anesthesiologists (ASA) scores III and IV) and pregnancy.   Contacts and Locations Choosing to participate in a study is an important personal decision. Talk with your doctor and family members or friends about deciding to join a study. To learn more about this study, you or your doctor may contact the study research staff using the Contacts provided below. For general information, see Learn About Clinical Studies. Please refer to this study by its ClinicalTrials.gov identifier: NCT01453985 Contacts
7	46	5735c31bd1478abc1fc769c0	https://clinicaltrials.gov/ct2/show/NCT01328392?lup_e=01%2F01%2F2012&amp;show_rss=Y	1	Evaluating Treatment Response in Laryngo-Pharyngeal Reflux.######Condition:######Laryngopharyngeal Reflux######Intervention:######Drug:######Dexlansoprazole######Sponsors:######University of Washington###Takeda Pharmaceuticals North America, Inc.###Restech, Inc Not yet recruiting - verified March 2011######Further study details as provided by University of Washington: Primary Outcome Measures: Ability of Restech to predict LPR symptom improvement after treatment with Dexlansoprazole. [ Time Frame: 3 months ] [ Designated as safety issue: No ] Successful LPR symptom improvement will be defined as a 25% improvement in Reflux Symptom Index (RSI)after 3 months of Dexlansoprazole. Secondary Outcome Measures: Comparison between standard pH data and Restech data (normal vs.abnormal acid exposure, using established normative data values) before and after treatment with Dexlansoprazole. [ Time Frame: 3 months ] [ Designated as safety issue: No ] Correlation between Restech acid exposure events and standard pH monitoring acid exposure events. [ Time Frame: 3 months ] [ Designated as safety issue: No ] Using a method similar to the calculation of a symptom index for each study in each patient, to determine the percentage of time in which a Restech-detected acid event occurs at the same time as an acid event detected on standard pH monitoring. Laryngoscopic findings pre and post Dexlansoprazole treatment. [ Time Frame: 3 months ] [ Designated as safety issue: No ] Expressed as Reflux Finding Score (RFS). Differences between RSI and general GERD symptom questionnaire scores on and off Dexlansoprazole. [ Time Frame: 3 months ] [ Designated as safety issue: No ] Correlation of RSI and general GERD symptom questionnaire scores with Restecha dn standard pH values. [ Time Frame: 3 months ] [ Designated as safety issue: No ] Estimated Enrollment:
8	46	5d8caf88498e8e4704983ef0	https://clinicaltrials.gov/ct2/show/NCT04105894	1	Gastric Reflux and Sinonasal Symptoms.######Conditions:######Gastric Reflux###Gastro Esophageal Reflux######Interventions:######Device:######MSCT of nose and PNs###Diagnostic######Test:######Swab from nasal and oral mucous discharge to evaluate presence of HCL and pepsin######Drug:######medical treatment of GERD t######Sponsor:######Assiut University Not yet recruiting######You have reached the maximum number of saved studies (100). Please remove one or more studies before adding more. Gastric Reflux and Sinonasal Symptoms The safety and scientific validity of this study is the responsibility of the study sponsor and investigators. Listing a study does not mean it has been evaluated by the U.S. Federal Government. Know the risks and potential benefits of clinical studies and talk to your health care provider before participating. Read our disclaimer for details.   Recruitment Status : Not yet recruiting First Posted : September 26, 2019 Last Update Posted : September 26, 2019 Information provided by (Responsible Party): Rehab Abdelale Mohammed, Assiut University Study Details Study Description Go to  The study is conducted to: study correlation between sinonasal troubles & GERD Assess whether antireflux therapy improve state of sinus in patients complaining from reflux & sinonasal symptoms Condition or disease Intervention/treatment Gastric Reflux Gastro Esophageal Reflux Device: MSCT of nose and PNs Diagnostic Test: Swab from nasal and oral mucous discharge to evaluate presence of HCL and pepsin Drug: medical treatment of GERD t Detailed Description: Gatroesophageal reflux disease(GERD) is one of the most common diagnoses made by both primary care physicians and gastroenterologists . It is defined as a gastrointestinal motility disorder that results from the reflux of stomach contents into the esophagus or oral cavity, causing symptoms or complications .The prevalence of GERD is estimated to be between 20 and 30% of adults in western countries. Some studies have found a correlation between GERD and certain diseases of the airway and a proposed association to others. Both asthma and laryngitis can be caused by GERD. Pepsin has been discovered in the middle ear of children with middle ear effusion and GERD has been implicated in the pathophysiology of otitis media with effusion. The authors conclude that there may be a role of antireflux therapy in patients with otitis media with effusion. The relationship between reflux and snoring/obstructive sleep apnea syndrome (OSAS) has been studied, and it is known that OSAS patients have a high incidence of nocturnal gatroesophageal reflux (nGER). The coexistence of reflux and various respiratory disorders can be used to argue that there is probably a correlation between reflux and CRS. Though some data indicate an association between GERD and upper airway inflammatory disease, this remains a matter of controversy in today's medicine. It is suggested that, if an upper or lower respiratory tract disorder is causally related to GERD, certain criteria should be met: An increased coexistence of both disorders should exist compared to the general population. A biologically plausible pathophysological mechanism should explain how GERD can cause CRS. clinical manifestations of the suspected GERD-related CRS should respond to anti-reflux therapy. There are Some theories for the relation between gastric reflux and CRS. The first one is the direct exposure of the nasal and nasopharyngeal mucosa to gastric acid causing inflammation of the mucosa and impaired mucociliary clearance which could cause obstruction of sinus ostia and recurrent infections. It is known that pH variations affect ciliary motility and morphology in the respiratory mucosa.The second hypothesis is a relationship mediated by the vagus nerve; a mechanism already proven in the lower airway and in the nasal mucosa of patients with rhinitis but not in patients with CRS. Dysfunction of the autonomic nervous system can lead to reflex sinonasal swelling and inflammation, and consequent blockage of the ostia. Demonstrated that by infusing saline with hydrochloric acid in the lower esophagus of healthy volunteers, there was increased production of nasal mucus, increased score of nasal symptoms, and reduced peak nasal inspiratory flow. Study Design Go to  Layout table for study information Study Type :
9	46	5735c575d1478abc432716bd	https://clinicaltrials.gov/ct2/show/NCT01400945?lup_e=01%2F01%2F2012&amp;show_rss=Y	1	Efficacy Study of AGSPT201 Tablet to Treat Gastroesophageal Reflux Disease.######Condition:######Gastroesophageal Reflux Disease######Intervention:######Drug:######AGSPT201 Tab contains S-pantoprazole######Sponsor:######Ahn-Gook Pharmaceuticals Co.,Ltd Completed - verified September 2011######Further study details as provided by Ahn-Gook Pharmaceuticals Co.,Ltd: Primary Outcome Measures: Number of patients with healing of erosive esophagitis(The absence of esophageal lesions) [ Time Frame: 4 week ] [ Designated as safety issue: Yes ] Endoscopy is performed at baseline and 4 week. All patients whose esophageal lesions are graded (LA Grade A, B, C and D). The study is completed for the patients whose esophageal lesions are healed. However patients whose esophageal lesions are not healed at 4 week were treated for an additional 4 week with endoscopy repeated at 8 week. At 8 week, the study is completed regardless healing of esophageal lesions. Secondary Outcome Measures: Absence and/or improvement of typical reflux symptoms [ Time Frame: 4 week ] [ Designated as safety issue: Yes ] Patients recorded the improvement of typical reflux symptoms such as heartburn, acid regurgitation, acid reflux and esophagus irritation on diary card. The presence of symptoms are classified to absence (Score 0), mild (Score 1), moderate (Score 2), severe (Score 3) and very severe (Score 4). Enrollment:
10	24	5aa29ae9498ea56b6ed46d4b	https://clinicaltrials.gov/ct2/show/NCT03461003	1	N-of-1 Trials In Children With Hypertension.######Condition:######Pediatric Hypertension######Interventions:######Other:######NICHE method######Other:######Usual care######Drug:######Amlodipine######Drug:######Lisinopril######Drug:######Hydrochlorothiazide######Drug:######Losartan######Sponsor:######The University of Texas Health Science Center, Houston Not yet recruiting######Other: NICHE method Other: Usual care Drug: Amlodipine Drug: Lisinopril Drug: Hydrochlorothiazide Drug: Losartan Phase 4 Detailed Description: Pediatric hypertension, a growing problem, often requires prescription of antihypertensive medication. Pediatric hypertension specialists lack an evidentiary base on which to establish definitive clinical practice guidelines for first-line therapy. Significant practice variation is an unsurprising consequence. Routine choice of the same first-line therapy for most patients with hypertension, absent testing other options, may delay correction of blood pressure for months or years. Failure to incorporate patient preferences in medical decision-making may also contribute to decreased patient satisfaction and adherence. Large parallel-group, comparative effectiveness trials are likely not on the horizon for this population. Moreover, heterogeneity of treatment effects would minimize the generalizability of such a trial to all patients. This is a parallel-group, randomized clinical trial to test whether the n-of-1 trial approach is superior to usual care in normalizing blood pressure while minimizing exposure to compliance-reducing side effects. Study Design Go to 
